properties - ETA,properties - FIL,properties - NAME,properties - PLACES,properties - ind,properties - BACS
Facultés libres de l'ouest UCO - Angers (Privé enseignement supérieur),2010,Licence - Histoire,221,100,89;8;2
Facultés libres de l'ouest UCO - Angers (Privé enseignement supérieur),2025,Licence - Arts plastiques,120,100,76;11;11
Facultés libres de l'ouest UCO - Angers (Privé enseignement supérieur),2028,Licence - Lettres,82,100,92;0;7
Facultés libres de l'ouest UCO - Angers (Privé enseignement supérieur),2029,Licence - Anglais/Allemand - Anglais/Espagnol,113,100,100;0;0
Facultés libres de l'ouest UCO - Angers (Privé enseignement supérieur),2039,Licence - Biologie ,85,98,91;8;0
Facultés libres de l'ouest UCO - Angers (Privé enseignement supérieur),2022,Licence - Métiers de l'enseignement MEEF ou Maths appliquées et entreprise -IMA,60,99,100;0;0
Facultés libres de l'ouest UCO - Angers (Privé enseignement supérieur),2023,Licence - Information et communication,170,100,89;8;2
Facultés libres de l'ouest UCO - Angers (Privé enseignement supérieur),2014,Licence - Psychologie,160,100,80;13;5
Facultés libres de l'ouest UCO - Angers (Privé enseignement supérieur),2018,Licence - Sciences sociales,150,99,72;24;2
Facultés libres de l'ouest UCO - Angers (Privé enseignement supérieur),2015,Licence - Sciences de l'éducation,120,79,86;10;3
Facultés libres de l'ouest UCO - Angers (Privé enseignement supérieur),2017,Licence - Théologie catholique,100,100,83;0;16
Université Angers (Public),2005,Licence - Economie et gestion,365,99,81;13;5
Université Angers (Public),2018,"Licence - Tourisme, hôtellerie, restauration, événementiel",180,99,83;10;5
Université Angers (Public),2030,Licence - Anglais-Allemand,50,100,77;14;8
Université Angers (Public),2030,Licence - Anglais-Espagnol,230,100,76;18;4
Université Angers (Public),2030,Licence - Anglais-Italien,33,100,72;8;20
Université Angers (Public),2029,Licence - Anglais,170,100,85;8;5
Université Angers (Public),2028,Licence - Lettres,75,100,92;4;1
Université Angers (Public),2014,Licence - Psychologie,360,50,71;20;6
Université Angers (Public),2012,Licence - Géographie et aménagement,70,100,68;20;9
Université Angers (Public),2033,"Licence - MPCIE, mentions Mathématiques, Physique, Chimie, Informatique",200,99,86;10;2
Université Angers (Public),2039,Licence - Sciences de la vie et de la terre (SVT),280,100,88;8;2
Université Angers-Campus de Cholet (Public),2018,"Licence - Animation sociale, éducative, culturelle et des loisirs",90,100,56;28;14
IFEPSA - Facultés libres de l'ouest - UCO (Privé enseignement supérieur),2020,Licence - STAPS ,240,85,90;8;0
Université de Reims Champagne-Ardenne (Public),2012,Licence - Géographie et aménagement,65,99,72;13;13
Université de Reims Champagne-Ardenne (Public),2010,Licence - Histoire,250,100,67;16;14
Université de Reims Champagne-Ardenne (Public),2014,Licence - Psychologie,430,100,73;18;7
Université de Reims Champagne-Ardenne (Public),2002,Licence - Droit,560,100,81;11;5
Université de Reims Champagne-Ardenne (Public),2045,"Licence - Première année commune aux études de santé (Médecine, Pharmacie, Odontologie, Sages-Femmes, Kinésithérapie)",940,100,95;3;1
Université de Reims Champagne-Ardenne (Public),2030,Licence - Anglais-allemand,60,99,74;23;2
Université de Reims Champagne-Ardenne (Public),2030,Licence - Anglais-espagnol,210,99,68;20;10
Université de Reims Champagne-Ardenne (Public),2029,Licence - Anglais,270,100,76;16;5
Université de Reims Champagne-Ardenne (Public),2029,Licence - Espagnol,60,96,72;17;10
Université de Reims Champagne-Ardenne (Public),2028,Licence - Lettres classiques,70,100,60;13;26
Université de Reims Champagne-Ardenne (Public),2028,Licence - Lettres modernes,150,100,89;0;10
Université de Reims Champagne-Ardenne (Public),2016,Licence - Philosophie,70,100,72;17;6
Université du Mans - Campus de Laval (Public),2002,Licence - Droit,105,100,83;13;3
Facultés libres de l'ouest - UCO - Laval (Privé enseignement supérieur),2010,Licence - Histoire,45,100,64;4;32
Université de Lorraine - Site de Nancy (Public),2020,Licence - Sciences et Techniques des Activités Physiques et Sportives,420,100,80;15;3
Université de Lorraine - Site de Nancy (Public),2037,Licence - Portail Sciences de la vie et de l'environnement,350,100,88;10;0
Université de Lorraine - Site de Nancy (Public),2034,Licence - Portail Physique - Chimie,288,100,86;9;3
Université de Lorraine - Site de Nancy (Public),2044,Licence - Portail Sciences pour l'ingénieur,90,98,79;15;4
Université de Lorraine - Site de Nancy (Public),2033,Licence - Portail Mathématiques - Informatique,270,99,80;12;4
Université de Lorraine - Site de Nancy (Public),2045,Licence - Première année commune des études de Santé,1500,98,94;4;0
Université de Lorraine - Site de Nancy (Public),2006,Licence - Administration économique et sociale,250,99,74;18;7
Université de Lorraine - Site de Nancy (Public),2002,Licence - Droit,590,99,86;11;1
Université de Lorraine - Site de Nancy (Public),2002,Licence - Droit langue anglaise : droit des pays de common law,95,69,96;1;2
Université de Lorraine - Site de Nancy (Public),2002,"Licence - Droit, Economie",135,99,93;3;3
Université de Lorraine - Site de Nancy (Public),2022,Licence - Mathématiques et informatique appliquées aux sciences humaines et sociales,150,99,85;10;3
Université de Lorraine - Site de Nancy (Public),2029,Licence - Anglais,270,100,80;14;4
Université de Lorraine - Site de Nancy (Public),2029,Licence - Arabe,30,93,16;33;50
Université de Lorraine - Site de Nancy (Public),2029,Licence - Espagnol,55,97,75;6;18
Université de Lorraine - Site de Nancy (Public),2029,Licence - Italien,35,95,88;11;0
Université de Lorraine - Site de Nancy (Public),2029,Licence - Russe,30,100,100;0;0
Université de Lorraine - Site de Nancy (Public),2030,Licence - Anglais - Polonais,20,95,50;25;25
Université de Lorraine - Site de Nancy (Public),2030,Licence - Anglais - Espagnol,150,99,75;16;8
Université de Lorraine - Site de Nancy (Public),2030,Licence - Anglais - Italien,60,98,91;5;2
Université de Lorraine - Site de Nancy (Public),2030,Licence - Anglais - Russe,60,100,84;8;4
Université de Lorraine - Site de Nancy (Public),2029,Licence - Anglais - Enseignement à distance,135,99,76;11;5
Université de Lorraine - Site de Nancy (Public),2028,Licence - Lettres classiques,20,95,69;7;23
Université de Lorraine - Site de Nancy (Public),2028,Licence - Lettres modernes,110,99,82;9;7
Université de Lorraine - Site de Nancy (Public),2027,Licence - Musique (en partenariat avec le Conservatoire Régional du Grand Nancy),80,100,67;20;2
Université de Lorraine - Site de Nancy (Public),2050,Licence - Etudes culturelles,170,100,80;11;7
Université de Lorraine - Site de Nancy (Public),2030,Licence - Anglais - Allemand,110,99,77;22;0
Université de Lorraine - Site de Nancy (Public),2029,Licence - Hébreu - Enseignement à distance,30,100,89;8;1
Université de Lorraine - Site de Nancy (Public),2012,Licence - Géographie et aménagement,80,100,67;20;12
Université de Lorraine - Site de Nancy (Public),2010,Licence - Histoire,200,100,68;20;11
Université de Lorraine - Site de Nancy (Public),2013,Licence - Sociologie,160,99,69;22;6
Université de Lorraine - Site de Nancy (Public),2016,Licence - Philosophie,45,100,67;28;3
Université de Lorraine - Site de Nancy (Public),2021,Licence - Sciences du langage,120,99,91;7;0
Université de Lorraine - Site de Nancy (Public),2014,Licence - Psychologie,560,100,68;22;8
Facultés libres de l'ouest - UCO - Bretagne Sud (Privé enseignement supérieur),2010,Licence - Histoire,130,100,81;13;4
Facultés libres de l'ouest - UCO - Bretagne Sud (Privé enseignement supérieur),2029,Licence - Anglais/Allemand - Anglais/Espagnol,110,100,83;13;3
Facultés libres de l'ouest - UCO - Bretagne Sud (Privé enseignement supérieur),2023,Licence - Information et communication,84,100,87;9;2
Facultés libres de l'ouest - UCO - Bretagne Sud (Privé enseignement supérieur),2015,Licence - Sciences de l'éducation,84,100,87;12;0
Université de Bretagne Sud - Site de Lorient (Public),2008,Licence - Action sociale Santé ,250,100,50;34;14
Université de Bretagne Sud - Site de Lorient (Public),2010,Licence - Histoire et géographie - Histoire et archéologie- Histoire et Science politique,250,100,75;14;7
Université de Bretagne Sud - Site de Lorient (Public),2039,"Licence - Bio et Ecologie générale, Bio cellulaire moléculaire, Formulation des pdts cosmétiques, Sciences de l'environnement, Bio Biotech, Bio Biosanté,TACB",150,99,80;18;0
Université de Bretagne Sud - Site de Lorient (Public),2033,Licence - Sciences et Technologies,175,98,67;25;7
Université de Bretagne Sud - Site de Lorient (Public),2028,Licence - Lettres,110,99,88;2;6
Université de Bretagne Sud - Site de Lorient (Public),2029,Licence - Espagnol,75,100,75;18;5
Université de Bretagne Sud - Site de Lorient (Public),2029,Licence - Anglais,175,99,69;21;8
Université de Bretagne Sud - Site de Lorient (Public),2030,Licence - LEA Anglais-Allemand,50,100,65;20;15
Université de Bretagne Sud - Site de Vannes (Public),2002,"Licence - Droit, Droit et gestion",350,100,86;9;3
Université de Bretagne Sud - Site de Vannes (Public),2005,"Licence - Marketing vente, Economie appliquée, Comptabilité Finance, Management des organisations,",250,100,79;15;5
Université de Bretagne Sud - Site de Vannes (Public),2039,"Licence - Bio et Ecologie générale, Bio cellulaire moléculaire, Formulation des pdts cosmétiques, Sciences de l'environnement, Bio Biotech, Bio Biosanté,TACB",175,100,94;5;0
Université de Bretagne Sud - Site de Vannes (Public),2033,Licence - Sciences et Technologies,120,100,87;11;1
Université de Lorraine -Site de Metz (Public),2006,Licence -                ,300,100,50;29;20
Université de Lorraine -Site de Metz (Public),2002,Licence - Droit,370,100,77;12;8
Université de Lorraine -Site de Metz (Public),2026,Licence - Arts du spectacle et audiovisuel,120,99,66;18;13
Université de Lorraine -Site de Metz (Public),2025,Licence - Arts plastiques,140,100,65;10;19
Université de Lorraine -Site de Metz (Public),2027,Licence - Musique (en partenariat avec le Conservatoire à Rayonnement Régional de Metz),60,97,50;39;10
Université de Lorraine -Site de Metz (Public),2029,Licence - Etudes franco allemandes,19,44,100;0;0
Université de Lorraine -Site de Metz (Public),2030,Licence - Anglais - Espagnol ,110,99,63;25;10
Université de Lorraine -Site de Metz (Public),2030,Licence - Anglais - Italien,50,99,80;11;8
Université de Lorraine -Site de Metz (Public),2029,Licence - Allemand,50,99,91;8;0
Université de Lorraine -Site de Metz (Public),2029,Licence - Anglais ,160,100,72;21;6
Université de Lorraine -Site de Metz (Public),2030,Licence - Anglais - Allemand,110,100,72;16;8
Université de Lorraine -Site de Metz (Public),2030,Licence - Anglais - Chinois,20,94,70;10;20
Université de Lorraine -Site de Metz (Public),2028,Licence - Lettres modernes,70,99,86;6;6
Université de Lorraine -Site de Metz (Public),2020,Licence -             ,220,100,68;21;9
Université de Lorraine -Site de Metz (Public),2034,Licence - Portail Physique - Chimie,108,98,72;23;1
Université de Lorraine -Site de Metz (Public),2044,Licence - Portail Sciences pour l'ingénieur,70,98,46;41;12
Université de Lorraine -Site de Metz (Public),2037,Licence - Portail Sciences de la vie et de l'environnement,140,99,80;18;0
Université de Lorraine -Site de Metz (Public),2023,Licence - Information et communication,160,99,68;23;6
Université de Lorraine -Site de Metz (Public),2012,Licence - Géographie et aménagement,50,100,72;24;4
Université de Lorraine -Site de Metz (Public),2010,Licence - Histoire,120,100,59;24;14
Université de Lorraine -Site de Metz (Public),2014,Licence -            ,320,100,51;30;17
Université de Lorraine -Site de Metz (Public),2013,Licence - Sociologie,120,100,41;30;26
Université de Lorraine -Site de Metz (Public),2017,Licence -     ,45,100,75;12;0
Université de Bourgogne - site de Nevers (Public),2002,Licence - parcours  classique ,100,100,68;17;12
Université de Lille (Public),2020,Licence - Sciences et Techniques des Activités Physiques et Sportives (STAPS),445,52,77;18;4
Université de Lille (Public),2020,"Licence - Sciences et Techniques des Activités Physiques et Sportives (STAPS), préparation kinésitherapie ",500,69,94;5;0
Université Polytechnique Hauts-de-France (Public),2032,Licence - Informatique,90,72,94;4;1
Université Polytechnique Hauts-de-France (Public),2046,Licence - Audiovisuel et Médias Numériques,60,19,97;2;0
Université Polytechnique Hauts-de-France - Site de Cambrai (Public),2037,Licence - Biotechnologies et Agroalimentaire (Cambrai),50,100,61;35;3
Université Polytechnique Hauts-de-France (Public),2036,"Licence - Physique, chimie",64,98,76;21;1
Université Polytechnique Hauts-de-France (Public),2044,Licence - Génie Electrique Informatique Industrielle ,35,96,82;14;2
Université Polytechnique Hauts-de-France (Public),2042,"Licence - Génie Civil, Architectural et Urbain",40,98,81;16;2
Université Polytechnique Hauts-de-France (Public),2044,Licence - Ingénierie Mécanique,35,97,70;20;8
Université Polytechnique Hauts-de-France (Public),2033,Licence - Mathématiques,60,99,85;10;4
Université Polytechnique Hauts-de-France (Public),2002,Licence - Droit,320,100,74;17;7
Université Polytechnique Hauts-de-France (Public),2004,Licence - Gestion,160,98,71;22;5
Université Polytechnique Hauts-de-France (Public),2024,Licence - Arts,150,100,66;16;17
Université Polytechnique Hauts-de-France (Public),2029,"Licence - Anglais : Langue, Littérature et Civilisation Étrangère",200,100,71;16;9
Université Polytechnique Hauts-de-France (Public),2029,"Licence -  Espagnol : Langue, Littérature et Civilisation Étrangère",70,99,85;14;0
Université Polytechnique Hauts-de-France (Public),2030,Licence - Anglais - Allemand,40,100,76;23;0
Université Polytechnique Hauts-de-France (Public),2030,Licence - Anglais - Espagnol,120,99,59;29;11
Université Polytechnique Hauts-de-France (Public),2009,"Licence - Lettres, Arts, Humanités",100,100,71;11;16
Université Polytechnique Hauts-de-France (Public),2009,"Licence - Culture, Administration, Médias",110,100,56;17;26
Université de Lille (Public),2005,"Licence - Economie, institutions, entreprise et management ",570,100,73;17;7
Université de Lille (Public),2022,Licence - Mathématiques appliquées et sciences sociales (MASS),100,100,91;4;3
Université de Lille (Public),2036,Licence - Parcours aménagé bacheliers technologiques sciences exactes et sciences pour l'ingénieur (SESI),60,16,8;78;0
Université de Lille (Public),2013,Licence - Sociologie et politiques sociales,135,100,70;13;12
Université de Lille (Public),2045,Licence - Première Année Commune aux Etudes de Santé ,3100,100,94;3;1
Université de Lille (Public),2024,Licence - Arts Plastiques,250,100,65;18;13
Université de Lille (Public),2024,Licence - Etudes cinématographiques,200,99,74;12;11
Université de Lille (Public),2024,Licence -  Musique et musicologie,90,73,70;25;2
Université de Lille (Public),2028,Licence -  Lettres modernes,300,99,81;7;5
Université de Lille (Public),2028,Licence - Lettres classiques,25,98,82;5;11
Université de Lille (Public),2028,Licence - Humanités et  Sciences de l'Information (HSI),80,100,70;15;12
Université de Lille (Public),2029,Licence - Allemand,40,100,100;0;0
Université de Lille (Public),2029,Licence -  Anglais,370,99,81;10;7
Université de Lille (Public),2029,Licence - Arabe,90,100,43;18;29
Université de Lille (Public),2029,Licence - Chinois,40,98,77;6;16
Université de Lille (Public),2029,Licence -  Espagnol,180,100,84;9;5
Université de Lille (Public),2029,Licence -  Hébreu - Enseignement à distance,120,100,89;5;0
Université de Lille (Public),2029,Licence -  Italien,40,95,61;9;22
Université de Lille (Public),2029,Licence - Japonais,150,96,71;18;10
Université de Lille (Public),2029,Licence -  Néerlandais,25,100,72;0;22
Université de Lille (Public),2029,Licence - Polonais,40,100,100;0;0
Université de Lille (Public),2029,Licence -  Portugais,40,100,55;33;11
Université de Lille (Public),2029,Licence -  Russe,20,100,77;8;8
Université de Lille (Public),2029,Licence - Langues scandinaves,40,100,78;15;5
Université de Lille (Public),2024,Licence - Etudes en danse,45,47,96;3;0
Université de Lille (Public),2024,Licence - Arts de la scène ,150,99,77;11;9
Université de Lille (Public),2028,Licence - Lettres et mathématiques,40,99,90;10;0
Université de Lille (Public),2011,Licence - Histoire l'art et archéologie,250,100,79;7;8
Université de Lille (Public),2010,Licence - Histoire,450,100,66;21;9
Université de Lille (Public),2022,Licence - Mathématiques et informatique appliquées aux sciences humaines et sociales,150,100,92;4;1
Université de Lille (Public),2016,Licence - Philosophie,120,100,75;15;6
Université de Lille (Public),2016,Licence - Philosophie - Sociologie,100,100,72;14;10
Université de Lille (Public),2014,Licence - Psychologie,1120,99,81;12;5
Université de Lille (Public),2010,Licence - Préparation aux Instituts d'Etudes Politiques,110,66,100;0;0
Université de Lille (Public),2013,Licence - Histoire,180,100,65;16;14
Université de Lille (Public),2018,"Licence - Industries culturelles, art et sociétés",250,100,80;10;8
Université de Lille (Public),2005,Licence - Économie et management des organisations,140,53,100;0;0
Université de Lille (Public),2005,Licence - Sciences économiques et gestion des entreprises,25,6,5;94;0
Université de Lille (Public),2030,Licence - Anglais chinois appliquées,75,98,77;9;12
Université de Lille (Public),2004,Licence - Distribution,90,63,98;1;0
Université du littoral - Site de Dunkerque (Public),2002,Licence - Droit,180,99,79;14;4
Université du littoral - Site de Dunkerque (Public),2005,Licence - Economie et gestion,180,99,57;23;18
Université du littoral - Site de Dunkerque (Public),2036,"Licence - Physique, chimie",72,98,85;11;0
Université du littoral - Site de Dunkerque (Public),2032,Licence - Informatique,36,95,82;11;5
Université du littoral - Site de Dunkerque (Public),2020,Licence - Sciences et Techniques des Activités Physiques et Sportives,72,70,77;16;5
Université du littoral - Site de Dunkerque (Public),2028,Licence - Lettres modernes,72,99,76;10;8
Université du littoral - Site de Dunkerque (Public),2023,Licence - Culture et medias ,144,100,67;17;14
Université du littoral - Site de Dunkerque (Public),2012,Licence - Géographie et aménagement,36,100,68;22;8
Université de Lille (Public),2008,Licence - Sciences sanitaires et sociales,90,66,53;41;5
Université d'Artois - Site de Douai (Public),2002,Licence - Droit,470,99,72;20;6
Université d'Amiens - Antenne de Beauvais (Public),2035,Licence - Licence Chimie (Portail Sciences),50,100,57;36;6
Université du littoral - Site de Calais (Public),2037,Licence - Sciences de la vie,180,100,84;13;1
Université du littoral - Site de Calais (Public),2036,"Licence - Physique, chimie",36,99,70;15;15
Université du littoral - Site de Calais (Public),2032,Licence -  ,72,98,67;26;4
Université du littoral - Site de Calais (Public),2033,Licence - Mathématiques,72,99,96;1;1
Université du littoral - Site de Calais (Public),2020,Licence - Sciences et Techniques des Activités Physiques et Sportives,144,84,86;10;2
Université d'Artois - Site de Lens (Public),2033,Licence - Mathématiques,70,100,91;6;1
Université d'Artois - Site de Lens (Public),2032,Licence - Informatique,100,98,81;14;3
Université d'Artois - Site de Lens (Public),2036,"Licence - Physique, chimie",36,99,88;5;5
Université d'Artois - Site de Lens (Public),2035,Licence - Chimie,40,98,72;25;2
Université d'Artois - Site de Lens (Public),2037,Licence - Sciences de la vie,320,99,73;21;2
Université du littoral - Site de Boulogne-sur-Mer (Public),2002,Licence - Droit,180,100,78;16;3
Université du littoral - Site de Boulogne-sur-Mer (Public),2005,Licence - Economie et gestion,108,99,64;32;4
Université du littoral - Site de Boulogne-sur-Mer (Public),2020,Licence - Sciences et Techniques des Activités Physiques et Sportives,72,71,75;21;3
Université du littoral - Site de Boulogne-sur-Mer (Public),2029,Licence - Anglais,108,100,82;8;7
Université du littoral - Site de Boulogne-sur-Mer (Public),2029,Licence - Espagnol,36,100,77;18;0
Université du littoral - Site de Boulogne-sur-Mer (Public),2028,Licence - Lettres modernes,72,98,75;14;4
Université du littoral - Site de Boulogne-sur-Mer (Public),2010,Licence - Histoire,108,100,72;23;3
Université d'Artois - Site d'Arras (Public),2006,Licence - Administration économique et sociale,239,100,65;21;12
Université d'Artois - Site d'Arras (Public),2005,Licence - Economie et gestion,214,98,63;28;7
Université d'Artois - Site d'Arras (Public),2026,Licence - Arts du spectacle,73,98,74;12;12
Université d'Artois - Site d'Arras (Public),2030,Licence -  Anglais/Allemand - LEA,28,95,85;11;3
Université d'Artois - Site d'Arras (Public),2030,Licence -  Anglais/Chinois - LEA,44,97,75;19;4
Université d'Artois - Site d'Arras (Public),2030,Licence -  Anglais/Espagnol - LEA,130,99,75;20;3
Université d'Artois - Site d'Arras (Public),2029,Licence -  Anglais - LLCER,172,100,84;11;3
Université d'Artois - Site d'Arras (Public),2029,Licence - Espagnol - LLCER,67,98,95;4;0
Université d'Artois - Site d'Arras (Public),2028,Licence - Lettres modernes,118,100,83;9;6
Université d'Artois - Site d'Arras (Public),2029,Licence - Chinois - LLCER,12,98,63;36;0
Université d'Artois - Site d'Arras (Public),2028,Licence - Lettres-Histoire-Droit ,44,99,80;7;12
Université d'Artois - Site d'Arras (Public),2012,Licence - Géographie et aménagement,76,99,64;24;8
Université d'Artois - Site d'Arras (Public),2010,Licence - Histoire,213,98,72;18;8
Université d'Artois - Site d'Arras (Public),2010,Licence - Histoire - parcours renforcé Science Politique,35,64,100;0;0
Université d'Artois - Site de Béthune (Public),2044,Licence - Sciences pour l'ingénieur,48,94,61;34;3
Université d'Artois - Site de Liévin (Public),2020,Licence - Entraînement sportif - Education et Motricité - Activité Physique adaptée pour la Santé,225,66,85;12;1
Université Clermont Auvergne (Public),2006,Licence - Administration Economique et Sociale (AES) ,260,100,52;30;16
Université Clermont Auvergne (Public),2002,Licence - Droit,620,100,88;7;2
Université Clermont Auvergne (Public),2005,Licence - Economie ou Gestion Parcours langues vivantes,60,99,90;7;1
Université Clermont Auvergne (Public),2003,Licence - Economie,180,100,79;11;9
Université Clermont Auvergne (Public),2043,Licence - Sciences pour la santé (UFR Pharmacie),120,73,100;0;0
Université Clermont Auvergne (Public),2030,Licence - Anglais/Portugais,12,84,83;16;0
Université Clermont Auvergne (Public),2029,Licence - Anglais disciplinaire,275,100,84;7;7
Université Clermont Auvergne (Public),2029,Licence - Italien disciplinaire,50,100,92;0;7
Université Clermont Auvergne (Public),2030,Licence - Anglais/Italien,15,60,100;0;0
Université Clermont Auvergne (Public),2030,Licence - Anglais/Allemand,25,88,88;12;0
Université Clermont Auvergne (Public),2030,Licence - Anglais/Espagnol,70,55,97;2;0
Université Clermont Auvergne (Public),2029,Licence - Espagnol disciplinaire,150,100,85;5;9
Université Clermont Auvergne (Public),2029,Licence - Portugais disciplinaire,50,100,57;14;28
Université Clermont Auvergne (Public),2029,Licence -  Russe disciplinaire,50,100,75;8;16
Université Clermont Auvergne (Public),2016,Licence - Philosophie,80,100,78;14;4
Université Clermont Auvergne (Public),2029,Licence - Allemand disciplinaire,50,100,100;0;0
Université Clermont Auvergne (Public),2028,Licence - Lettres modernes,120,100,85;3;9
Université Clermont Auvergne (Public),2028,Licence - Lettres classiques,40,100,70;20;5
Université Clermont Auvergne (Public),2052,"Licence - Etudes européennes et internationales franco-allemandes, double diplôme Bachelor of Arts Deutsch-Französische Stüdien (Université de Regensburg)",30,100,100;0;0
Université Clermont Auvergne (Public),2021,Licence - Sciences du langage,120,100,77;19;0
Université Clermont Auvergne (Public),2052,"Licence - Etudes européennes et internationales franco-italiennes, double diplôme Cursus Conservazione dei Beni Culturali - Studi italo-francesi (Univ. d'Udine)",25,100,87;0;12
Université Clermont Auvergne (Public),2012,Licence - Géographie et aménagement,100,100,67;18;12
Université Clermont Auvergne (Public),2014,Licence - Psychologie,410,97,79;14;4
Université Clermont Auvergne (Public),2010,Licence - Histoire,280,100,72;18;8
Université Clermont Auvergne (Public),2011,Licence - Histoire de l'art et archéologie,160,100,67;16;13
Université Clermont Auvergne (Public),2023,Licence - Information - Communication,120,71,94;5;0
Université Clermont Auvergne (Public),2024,Licence - Culture et Patrimoines - Tourisme,80,100,56;25;17
Université de Pau et des Pays de l'Adour (Public),2011,Licence - Histoire de l'art et archéologie,70,100,75;16;8
Université de Pau et des Pays de l'Adour (Public),2012,Licence - Géographie et aménagement,90,100,81;12;5
Université de Pau et des Pays de l'Adour (Public),2010,Licence - Histoire,110,100,70;15;10
Université de Pau et des Pays de l'Adour (Public),2020,Licence -  Campus de Tarbes,250,34,88;8;2
Université de Pau et des Pays de l'Adour (Public),2036,"Licence - Physique, chimie",140,99,77;19;2
Université de Pau et des Pays de l'Adour (Public),2037,Licence - Sciences de la vie,130,100,82;11;5
Université de Pau et des Pays de l'Adour (Public),2032,Licence - Informatique,50,97,75;17;6
Université de Pau et des Pays de l'Adour (Public),2022,Licence - Mathématiques et informatique appliquées aux sciences humaines et sociales,80,99,98;1;0
Université de Pau et des Pays de l'Adour (Public),2038,Licence - Sciences de la terre,50,99,78;13;8
Université de Pau et des Pays de l'Adour (Public),2029,Licence - Anglais,120,100,70;18;10
Université de Pau et des Pays de l'Adour (Public),2029,Licence - Espagnol,100,100,77;13;5
Université de Pau et des Pays de l'Adour (Public),2006,Licence - Administration économique et sociale,130,100,68;18;12
Université de Pau et des Pays de l'Adour (Public),2002,Licence - Droit,280,100,79;14;5
Université de Pau et des Pays de l'Adour (Public),2005,Licence - Economie et gestion,200,100,75;18;5
Université de Pau et des Pays de l'Adour - Campus de Bayonne (Public),2028,"Licence - Lettres, Langues vivantes et disciplines artistiques",75,100,88;9;0
Université de Pau et des Pays de l'Adour - Campus de Bayonne (Public),2029,Licence - Basque,40,100,93;3;3
Université de Pau et des Pays de l'Adour - Campus de Bayonne (Public),2005,Licence - Economie et gestion,170,100,82;13;3
Université de Pau et des Pays de l'Adour - Campus de Bayonne (Public),2002,Licence - Droit,350,100,81;13;3
Université de Pau et des Pays de l'Adour - Campus d'Anglet (Public),2037,Licence - Sciences de la vie,100,87,91;7;1
Université de Pau et des Pays de l'Adour - Campus d'Anglet (Public),2036,Licence - Physique - Chimie,80,99,89;10;0
Université de Perpignan Via Domitia (Public),2005,Licence - Economie et gestion,120,97,75;19;4
Université de Perpignan Via Domitia (Public),2006,Licence - Administration économique et sociale,185,100,38;29;31
Université de Perpignan Via Domitia (Public),2002,Licence - Droit,240,100,75;18;4
Université de Perpignan Via Domitia (Public),2029,Licence - Anglais,80,99,73;13;12
Université de Perpignan Via Domitia (Public),2029,Licence - Catalan,35,100,70;30;0
Université de Perpignan Via Domitia (Public),2029,Licence - Espagnol,65,100,68;17;14
Université de Perpignan Via Domitia (Public),2030,Licence - Anglais/Espagnol,75,96,79;14;6
Université de Perpignan Via Domitia (Public),2028,Licence - Lettres,64,99,73;4;17
Université de Perpignan Via Domitia (Public),2012,Licence - Géographie et aménagement,50,98,66;15;17
Université de Perpignan Via Domitia (Public),2010,Licence - Histoire,80,99,54;23;20
Université de Perpignan Via Domitia (Public),2013,Licence - Sociologie,135,100,39;27;31
Université de Perpignan Via Domitia (Public),2032,Licence - Informatique,50,98,68;20;11
Université de Perpignan Via Domitia (Public),2033,Licence - Mathématiques,40,99,72;21;6
Université de Perpignan - Antenne de Font Romeu (Public),2020,Licence - Sciences et Techniques des Activités Physiques et Sportives,155,57,72;25;2
Université de Strasbourg (Public),2020,Licence - Sciences et Techniques des Activités Physiques et Sportives,540,66,82;13;4
Université de Strasbourg (Public),2024,Licence - Arts plastiques,115,84,80;10;6
Université de Strasbourg (Public),2024,Licence - Design,140,76,73;15;9
Université de Strasbourg (Public),2027,Licence - Musicologie,60,100,82;10;6
Université de Strasbourg (Public),2026,Licence - Études cinématographiques,180,99,76;10;10
Université de Strasbourg (Public),2026,Licence - Études chorégraphiques (Danse),60,99,79;5;11
Université de Strasbourg (Public),2026,Licence - Études théâtrales ,160,100,79;7;12
Université de Strasbourg (Public),2030,Licence - Langues étrangères appliquées (LEA),290,70,84;8;6
Université de Strasbourg (Public),2030,Licence -  Enseignement à distance - Langues étrangères appliquées (LEA) Anglais-Allemand,50,94,84;7;7
Université de Strasbourg (Public),2028,Licence - Lettres Classiques,30,100,88;0;11
Université de Strasbourg (Public),2028,Licence - Lettres Modernes,115,99,82;7;6
Université de Strasbourg (Public),2029,Licence - Études allemandes : Langues et cultures des mondes germaniques,60,100,83;13;3
Université de Strasbourg (Public),2029,Licence - Études allemandes (Enseignement à distance) - Langues et cultures germaniques,70,100,77;8;0
Université de Strasbourg (Public),2029,Licence - Études anglophones,335,97,77;13;7
Université de Strasbourg (Public),2029,Licence - Études ibériques et ibéro-américaines,40,100,91;4;4
Université de Strasbourg (Public),2029,Licence - Études hébraïques ,20,100,100;0;0
Université de Strasbourg (Public),2029,Licence - Études japonaises,125,100,59;25;11
Université de Strasbourg (Public),2029,Licence - Études turques,75,100,16;25;58
Université de Strasbourg (Public),2029,Licence - Études persanes,20,100,100;0;0
Université de Strasbourg (Public),2029,Licence - Langues et interculturalité - Ensemble germanique,45,100,83;8;8
Université de Strasbourg (Public),2029,Licence - Langues et interculturalité - Ensemble méditerranéen et oriental,35,99,83;0;16
